lat,lon,alt,date,device,os,version
37.5909767151,126.941268921,0,2012-04-02 08:34:08,"iPhone2,1",4.2.1,1.0
37.599899292,126.958816528,0,2012-04-02 08:34:08,"iPhone4,1",7.0.2,1.1
37.5909767151,126.941268921,0,2012-04-02 08:34:08,"iPhone4,1",7.0.2,1.1
37.5778999329,126.931930542,0,2012-04-02 08:36:16,"iPhone2,1",4.2.1,1.0
37.5778999329,126.931930542,0,2012-04-02 08:36:16,"iPhone4,1",7.0.2,1.1
37.5682563782,126.915412903,0,2012-04-02 08:38:24,"iPhone2,1",4.2.1,1.0
37.5682563782,126.915412903,0,2012-04-02 08:38:24,"iPhone4,1",7.0.2,1.1
37.5613822937,126.895553589,0,2012-04-02 08:40:32,"iPhone2,1",4.2.1,1.0
37.5613822937,126.895553589,0,2012-04-02 08:40:32,"iPhone4,1",7.0.2,1.1
37.5483589172,126.904891968,0,2012-04-02 08:42:40,"iPhone2,1",4.2.1,1.0
37.5483589172,126.904891968,0,2012-04-02 08:42:40,"iPhone4,1",7.0.2,1.1
37.5461540222,126.922065735,0,2012-04-02 08:57:36,"iPhone2,1",4.2.1,1.0
37.5461540222,126.922065735,0,2012-04-02 08:57:36,"iPhone4,1",7.0.2,1.1
37.5416717529,126.902297974,0,2012-04-02 14:32:32,"iPhone2,1",4.2.1,1.0
37.5416717529,126.902297974,0,2012-04-02 14:32:32,"iPhone4,1",7.0.2,1.1
37.5297660828,126.90978241,0,2012-04-02 14:34:40,"iPhone2,1",4.2.1,1.0
37.5297660828,126.90978241,0,2012-04-02 14:34:40,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922187805,0,2012-04-02 14:36:48,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922187805,0,2012-04-02 14:36:48,"iPhone4,1",7.0.2,1.1
37.5190696716,126.942138672,0,2012-04-02 14:38:56,"iPhone2,1",4.2.1,1.0
37.5190696716,126.942138672,0,2012-04-02 14:38:56,"iPhone4,1",7.0.2,1.1
37.509765625,126.953170776,0,2012-04-02 14:41:04,"iPhone2,1",4.2.1,1.0
37.509765625,126.953170776,0,2012-04-02 14:41:04,"iPhone4,1",7.0.2,1.1
37.5008964539,126.940567017,0,2012-04-02 14:45:20,"iPhone2,1",4.2.1,1.0
37.5008964539,126.940567017,0,2012-04-02 14:45:20,"iPhone4,1",7.0.2,1.1
37.5458183289,126.923019409,0,2012-04-03 02:59:12,"iPhone2,1",4.2.1,1.0
37.5458183289,126.923019409,0,2012-04-03 02:59:12,"iPhone4,1",7.0.2,1.1
37.5416793823,126.902191162,0,2012-04-03 13:54:08,"iPhone2,1",4.2.1,1.0
37.5416793823,126.902191162,0,2012-04-03 13:54:08,"iPhone4,1",7.0.2,1.1
37.5299339294,126.909423828,0,2012-04-03 13:56:16,"iPhone2,1",4.2.1,1.0
37.5299339294,126.909423828,0,2012-04-03 13:56:16,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922286987,0,2012-04-03 13:58:24,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922286987,0,2012-04-03 13:58:24,"iPhone4,1",7.0.2,1.1
37.5190696716,126.942138672,0,2012-04-03 14:00:32,"iPhone2,1",4.2.1,1.0
37.509765625,126.953170776,0,2012-04-03 14:00:32,"iPhone2,1",4.2.1,1.0
37.5190696716,126.942138672,0,2012-04-03 14:00:32,"iPhone4,1",7.0.2,1.1
37.509765625,126.953170776,0,2012-04-03 14:00:32,"iPhone4,1",7.0.2,1.1
37.5007133484,126.941070557,0,2012-04-03 14:06:56,"iPhone2,1",4.2.1,1.0
37.5007133484,126.941070557,0,2012-04-03 14:06:56,"iPhone4,1",7.0.2,1.1
37.5034828186,126.945236206,0,2012-04-03 17:27:28,"iPhone2,1",4.2.1,1.0
37.5034828186,126.945236206,0,2012-04-03 17:27:28,"iPhone4,1",7.0.2,1.1
37.5023994446,126.946487427,0,2012-04-03 17:48:48,"iPhone2,1",4.2.1,1.0
37.5023994446,126.946487427,0,2012-04-03 17:48:48,"iPhone4,1",7.0.2,1.1
37.5035324097,126.94304657,0,2012-04-03 17:48:48,"iPhone4,1",7.0.2,1.1
37.5032997131,126.942611694,0,2012-04-05 02:42:08,"iPhone2,1",4.2.1,1.0
37.5032997131,126.942611694,0,2012-04-05 02:42:08,"iPhone4,1",7.0.2,1.1
37.5461807251,126.922439575,0,2012-04-05 10:08:00,"iPhone2,1",4.2.1,1.0
37.5504112244,126.917953491,0,2012-04-05 10:08:00,"iPhone2,1",4.2.1,1.0
37.5461807251,126.922439575,0,2012-04-05 10:08:00,"iPhone4,1",7.0.2,1.1
37.5504112244,126.917953491,0,2012-04-05 10:08:00,"iPhone4,1",7.0.2,1.1
37.5504188538,126.917915344,0,2012-04-05 10:10:08,"iPhone2,1",4.2.1,1.0
37.5504188538,126.917915344,0,2012-04-05 10:10:08,"iPhone4,1",7.0.2,1.1
37.5518798828,126.919532776,0,2012-04-05 10:14:24,"iPhone2,1",4.2.1,1.0
37.5518798828,126.919532776,0,2012-04-05 10:14:24,"iPhone4,1",7.0.2,1.1
37.5416717529,126.902297974,0,2012-04-05 14:58:08,"iPhone2,1",4.2.1,1.0
37.5416717529,126.902297974,0,2012-04-05 14:58:08,"iPhone4,1",7.0.2,1.1
37.5297279358,126.909454346,0,2012-04-05 15:00:16,"iPhone2,1",4.2.1,1.0
37.5297279358,126.909454346,0,2012-04-05 15:00:16,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922142029,0,2012-04-05 15:02:24,"iPhone2,1",4.2.1,1.0
37.5190696716,126.942138672,0,2012-04-05 15:02:24,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922142029,0,2012-04-05 15:02:24,"iPhone4,1",7.0.2,1.1
37.5190696716,126.942138672,0,2012-04-05 15:02:24,"iPhone4,1",7.0.2,1.1
37.509765625,126.953170776,0,2012-04-05 15:04:32,"iPhone2,1",4.2.1,1.0
37.509765625,126.953170776,0,2012-04-05 15:04:32,"iPhone4,1",7.0.2,1.1
37.5007514954,126.940986633,0,2012-04-05 15:08:48,"iPhone2,1",4.2.1,1.0
37.5007514954,126.940986633,0,2012-04-05 15:08:48,"iPhone4,1",7.0.2,1.1
37.509765625,126.953262329,0,2012-04-06 03:39:44,"iPhone2,1",4.2.1,1.0
37.509765625,126.953262329,0,2012-04-06 03:39:44,"iPhone4,1",7.0.2,1.1
37.5231246948,126.955375671,0,2012-04-06 03:41:52,"iPhone2,1",4.2.1,1.0
37.5231246948,126.955375671,0,2012-04-06 03:41:52,"iPhone4,1",7.0.2,1.1
37.5312805176,126.969581604,0,2012-04-06 03:46:08,"iPhone2,1",4.2.1,1.0
37.5312805176,126.969581604,0,2012-04-06 03:46:08,"iPhone4,1",7.0.2,1.1
37.5458183289,126.972602844,0,2012-04-06 03:48:16,"iPhone2,1",4.2.1,1.0
37.5458183289,126.972602844,0,2012-04-06 03:48:16,"iPhone4,1",7.0.2,1.1
37.5605812073,126.977783203,0,2012-04-06 03:54:40,"iPhone2,1",4.2.1,1.0
37.5605812073,126.977783203,0,2012-04-06 03:54:40,"iPhone4,1",7.0.2,1.1
37.5637702942,126.994682312,0,2012-04-06 03:56:48,"iPhone2,1",4.2.1,1.0
37.5637702942,126.994682312,0,2012-04-06 03:56:48,"iPhone4,1",7.0.2,1.1
37.5638542175,126.976966858,0,2012-04-06 08:40:32,"iPhone2,1",4.2.1,1.0
37.5638542175,126.976966858,0,2012-04-06 08:40:32,"iPhone4,1",7.0.2,1.1
37.5587768555,126.960121155,0,2012-04-06 08:49:04,"iPhone2,1",4.2.1,1.0
37.5587768555,126.960121155,0,2012-04-06 08:49:04,"iPhone4,1",7.0.2,1.1
37.5548324585,126.943847656,0,2012-04-06 08:57:36,"iPhone2,1",4.2.1,1.0
37.5548324585,126.943847656,0,2012-04-06 08:57:36,"iPhone4,1",7.0.2,1.1
37.5548324585,126.924491882,0,2012-04-06 09:08:16,"iPhone2,1",4.2.1,1.0
37.5548324585,126.924491882,0,2012-04-06 09:08:16,"iPhone4,1",7.0.2,1.1
37.5455322266,126.907875061,0,2012-04-06 16:10:40,"iPhone2,1",4.2.1,1.0
37.5455322266,126.907875061,0,2012-04-06 16:10:40,"iPhone4,1",7.0.2,1.1
37.5368041992,126.896072388,0,2012-04-06 16:12:48,"iPhone2,1",4.2.1,1.0
37.5368041992,126.896072388,0,2012-04-06 16:12:48,"iPhone4,1",7.0.2,1.1
37.5297279358,126.909454346,0,2012-04-06 16:14:56,"iPhone2,1",4.2.1,1.0
37.5297279358,126.909454346,0,2012-04-06 16:14:56,"iPhone4,1",7.0.2,1.1
37.5190696716,126.942138672,0,2012-04-06 16:17:04,"iPhone2,1",4.2.1,1.0
37.5190696716,126.942138672,0,2012-04-06 16:17:04,"iPhone4,1",7.0.2,1.1
37.5135040283,126.955574036,0,2012-04-06 16:19:12,"iPhone2,1",4.2.1,1.0
37.5007514954,126.949951172,0,2012-04-06 16:19:12,"iPhone2,1",4.2.1,1.0
37.5135040283,126.955574036,0,2012-04-06 16:19:12,"iPhone4,1",7.0.2,1.1
37.5007514954,126.949951172,0,2012-04-06 16:19:12,"iPhone4,1",7.0.2,1.1
37.5135040283,126.955574036,0,2012-04-07 09:14:40,"iPhone2,1",4.2.1,1.0
37.5135040283,126.955574036,0,2012-04-07 09:14:40,"iPhone4,1",7.0.2,1.1
37.5277366638,126.950469971,0,2012-04-07 09:18:56,"iPhone2,1",4.2.1,1.0
37.5277366638,126.950469971,0,2012-04-07 09:18:56,"iPhone4,1",7.0.2,1.1
37.5384559631,126.938064575,0,2012-04-07 09:23:12,"iPhone2,1",4.2.1,1.0
37.5384559631,126.938064575,0,2012-04-07 09:23:12,"iPhone4,1",7.0.2,1.1
37.5462036133,126.923019409,0,2012-04-07 09:25:20,"iPhone2,1",4.2.1,1.0
37.5462036133,126.923019409,0,2012-04-07 09:25:20,"iPhone4,1",7.0.2,1.1
37.5416793823,126.902191162,0,2012-04-07 14:43:12,"iPhone2,1",4.2.1,1.0
37.5298843384,126.909706116,0,2012-04-07 14:43:12,"iPhone2,1",4.2.1,1.0
37.5416793823,126.902191162,0,2012-04-07 14:43:12,"iPhone4,1",7.0.2,1.1
37.5298843384,126.909706116,0,2012-04-07 14:43:12,"iPhone4,1",7.0.2,1.1
37.5189971924,126.921760559,0,2012-04-07 14:45:20,"iPhone2,1",4.2.1,1.0
37.5189971924,126.921760559,0,2012-04-07 14:45:20,"iPhone4,1",7.0.2,1.1
37.5193443298,126.94278717,0,2012-04-07 14:47:28,"iPhone2,1",4.2.1,1.0
37.5193443298,126.94278717,0,2012-04-07 14:47:28,"iPhone4,1",7.0.2,1.1
37.51329422,126.955474854,0,2012-04-07 14:49:36,"iPhone2,1",4.2.1,1.0
37.51329422,126.955474854,0,2012-04-07 14:49:36,"iPhone4,1",7.0.2,1.1
37.5007133484,126.949966431,0,2012-04-07 14:51:44,"iPhone2,1",4.2.1,1.0
37.5007133484,126.949966431,0,2012-04-07 14:51:44,"iPhone4,1",7.0.2,1.1
37.5031585693,126.942504883,0,2012-04-07 15:04:32,"iPhone2,1",4.2.1,1.0
37.5031585693,126.942504883,0,2012-04-07 15:04:32,"iPhone4,1",7.0.2,1.1
37.5231666565,126.954650879,0,2012-04-08 04:28:48,"iPhone2,1",4.2.1,1.0
37.5231666565,126.954650879,0,2012-04-08 04:28:48,"iPhone4,1",7.0.2,1.1
37.509765625,126.953094482,0,2012-04-08 04:30:56,"iPhone2,1",4.2.1,1.0
37.509765625,126.953094482,0,2012-04-08 04:30:56,"iPhone4,1",7.0.2,1.1
37.5054168701,126.982589722,0,2012-04-08 04:33:04,"iPhone2,1",4.2.1,1.0
37.5054168701,126.982589722,0,2012-04-08 04:33:04,"iPhone4,1",7.0.2,1.1
37.5193595886,126.959030151,0,2012-04-08 04:35:12,"iPhone2,1",4.2.1,1.0
37.5193595886,126.959030151,0,2012-04-08 04:35:12,"iPhone4,1",7.0.2,1.1
37.5333518982,126.948478699,0,2012-04-08 04:37:20,"iPhone2,1",4.2.1,1.0
37.5333518982,126.948478699,0,2012-04-08 04:37:20,"iPhone4,1",7.0.2,1.1
37.5448493958,126.93208313,0,2012-04-08 04:39:28,"iPhone2,1",4.2.1,1.0
37.5448493958,126.93208313,0,2012-04-08 04:39:28,"iPhone4,1",7.0.2,1.1
37.546043396,126.914741516,0,2012-04-08 05:00:48,"iPhone2,1",4.2.1,1.0
37.546043396,126.914741516,0,2012-04-08 05:00:48,"iPhone4,1",7.0.2,1.1
37.5503768921,126.917930603,0,2012-04-08 07:57:52,"iPhone2,1",4.2.1,1.0
37.5503768921,126.917930603,0,2012-04-08 07:57:52,"iPhone4,1",7.0.2,1.1
37.5416717529,126.902297974,0,2012-04-08 12:28:48,"iPhone2,1",4.2.1,1.0
37.5416717529,126.902297974,0,2012-04-08 12:28:48,"iPhone4,1",7.0.2,1.1
37.5298843384,126.909706116,0,2012-04-08 12:30:56,"iPhone2,1",4.2.1,1.0
37.5298843384,126.909706116,0,2012-04-08 12:30:56,"iPhone4,1",7.0.2,1.1
37.5189971924,126.921760559,0,2012-04-08 12:33:04,"iPhone2,1",4.2.1,1.0
37.5189971924,126.921760559,0,2012-04-08 12:33:04,"iPhone4,1",7.0.2,1.1
37.5193443298,126.94278717,0,2012-04-08 12:35:12,"iPhone2,1",4.2.1,1.0
37.5193443298,126.94278717,0,2012-04-08 12:35:12,"iPhone4,1",7.0.2,1.1
37.5108566284,126.954841614,0,2012-04-08 12:37:20,"iPhone2,1",4.2.1,1.0
37.5108566284,126.954841614,0,2012-04-08 12:37:20,"iPhone4,1",7.0.2,1.1
37.5007514954,126.940986633,0,2012-04-08 12:41:36,"iPhone2,1",4.2.1,1.0
37.5007514954,126.940986633,0,2012-04-08 12:41:36,"iPhone4,1",7.0.2,1.1
37.5170021057,126.944038391,0,2012-04-09 04:26:40,"iPhone2,1",4.2.1,1.0
37.5170021057,126.944038391,0,2012-04-09 04:26:40,"iPhone4,1",7.0.2,1.1
37.513256073,126.95539093,0,2012-04-09 04:39:28,"iPhone2,1",4.2.1,1.0
37.513256073,126.95539093,0,2012-04-09 04:39:28,"iPhone4,1",7.0.2,1.1
37.5189628601,126.972976685,0,2012-04-09 04:43:44,"iPhone2,1",4.2.1,1.0
37.5189628601,126.972976685,0,2012-04-09 04:43:44,"iPhone4,1",7.0.2,1.1
37.5189247131,126.991531372,0,2012-04-09 04:45:52,"iPhone2,1",4.2.1,1.0
37.5189247131,126.991531372,0,2012-04-09 04:45:52,"iPhone4,1",7.0.2,1.1
37.5277442932,127.009864807,0,2012-04-09 04:48:00,"iPhone2,1",4.2.1,1.0
37.5360069275,127.025260925,0,2012-04-09 04:48:00,"iPhone2,1",4.2.1,1.0
37.5277442932,127.009864807,0,2012-04-09 04:48:00,"iPhone4,1",7.0.2,1.1
37.5360069275,127.025260925,0,2012-04-09 04:48:00,"iPhone4,1",7.0.2,1.1
37.5459098816,127.037139893,0,2012-04-09 04:50:08,"iPhone2,1",4.2.1,1.0
37.5459098816,127.037139893,0,2012-04-09 04:50:08,"iPhone4,1",7.0.2,1.1
37.554851532,127.048782349,0,2012-04-09 04:52:16,"iPhone2,1",4.2.1,1.0
37.554851532,127.048782349,0,2012-04-09 04:52:16,"iPhone4,1",7.0.2,1.1
37.5723724365,127.047157288,0,2012-04-09 04:54:24,"iPhone2,1",4.2.1,1.0
37.5723724365,127.047157288,0,2012-04-09 04:54:24,"iPhone4,1",7.0.2,1.1
37.5818710327,127.032798767,0,2012-04-09 04:56:32,"iPhone2,1",4.2.1,1.0
37.5818710327,127.032798767,0,2012-04-09 04:56:32,"iPhone4,1",7.0.2,1.1
37.6088562012,127.051200867,0,2012-04-09 05:00:48,"iPhone2,1",4.2.1,1.0
37.6088562012,127.051200867,0,2012-04-09 05:00:48,"iPhone4,1",7.0.2,1.1
37.6003494263,127.036193848,0,2012-04-09 08:23:28,"iPhone2,1",4.2.1,1.0
37.6003494263,127.036193848,0,2012-04-09 08:23:28,"iPhone4,1",7.0.2,1.1
37.6012268066,127.015533447,0,2012-04-09 08:25:36,"iPhone2,1",4.2.1,1.0
37.6012268066,127.015533447,0,2012-04-09 08:25:36,"iPhone4,1",7.0.2,1.1
37.6088676453,126.998138428,0,2012-04-09 08:27:44,"iPhone2,1",4.2.1,1.0
37.6088676453,126.998138428,0,2012-04-09 08:27:44,"iPhone4,1",7.0.2,1.1
37.5650558472,127.014854431,0,2012-04-09 08:29:52,"iPhone2,1",4.2.1,1.0
37.5650558472,127.014854431,0,2012-04-09 08:29:52,"iPhone4,1",7.0.2,1.1
37.591796875,126.948112488,0,2012-04-09 08:32:00,"iPhone2,1",4.2.1,1.0
37.591796875,126.948112488,0,2012-04-09 08:32:00,"iPhone4,1",7.0.2,1.1
37.5824966431,126.933113098,0,2012-04-09 08:34:08,"iPhone2,1",4.2.1,1.0
37.5824966431,126.933113098,0,2012-04-09 08:34:08,"iPhone4,1",7.0.2,1.1
37.5727233887,126.921951294,0,2012-04-09 08:36:16,"iPhone2,1",4.2.1,1.0
37.5638465881,126.906288147,0,2012-04-09 08:36:16,"iPhone2,1",4.2.1,1.0
37.5727233887,126.921951294,0,2012-04-09 08:36:16,"iPhone4,1",7.0.2,1.1
37.5638465881,126.906288147,0,2012-04-09 08:36:16,"iPhone4,1",7.0.2,1.1
37.5476951599,126.905006409,0,2012-04-09 08:38:24,"iPhone2,1",4.2.1,1.0
37.5476951599,126.905006409,0,2012-04-09 08:38:24,"iPhone4,1",7.0.2,1.1
37.5462989807,126.922386169,0,2012-04-09 09:08:16,"iPhone2,1",4.2.1,1.0
37.5462989807,126.922386169,0,2012-04-09 09:08:16,"iPhone4,1",7.0.2,1.1
37.5411109924,126.901870728,0,2012-04-09 14:41:04,"iPhone2,1",4.2.1,1.0
37.5411109924,126.901870728,0,2012-04-09 14:41:04,"iPhone4,1",7.0.2,1.1
37.5297279358,126.909454346,0,2012-04-09 14:43:12,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922187805,0,2012-04-09 14:43:12,"iPhone2,1",4.2.1,1.0
37.5297279358,126.909454346,0,2012-04-09 14:43:12,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922187805,0,2012-04-09 14:43:12,"iPhone4,1",7.0.2,1.1
37.5187797546,126.940826416,0,2012-04-09 14:45:20,"iPhone2,1",4.2.1,1.0
37.5187797546,126.940826416,0,2012-04-09 14:45:20,"iPhone4,1",7.0.2,1.1
37.51329422,126.955474854,0,2012-04-09 14:47:28,"iPhone2,1",4.2.1,1.0
37.51329422,126.955474854,0,2012-04-09 14:47:28,"iPhone4,1",7.0.2,1.1
37.5007514954,126.949958801,0,2012-04-09 14:49:36,"iPhone2,1",4.2.1,1.0
37.5007514954,126.949958801,0,2012-04-09 14:49:36,"iPhone4,1",7.0.2,1.1
37.5235404968,126.955368042,0,2012-04-09 23:32:16,"iPhone2,1",4.2.1,1.0
37.509765625,126.953453064,0,2012-04-09 23:32:16,"iPhone2,1",4.2.1,1.0
37.5235404968,126.955368042,0,2012-04-09 23:32:16,"iPhone4,1",7.0.2,1.1
37.509765625,126.953453064,0,2012-04-09 23:32:16,"iPhone4,1",7.0.2,1.1
37.522644043,126.955734253,0,2012-04-09 23:38:40,"iPhone2,1",4.2.1,1.0
37.522644043,126.955734253,0,2012-04-09 23:38:40,"iPhone4,1",7.0.2,1.1
37.5310516357,126.968009949,0,2012-04-09 23:45:04,"iPhone2,1",4.2.1,1.0
37.5310516357,126.968009949,0,2012-04-09 23:45:04,"iPhone4,1",7.0.2,1.1
37.5425300598,126.975006104,0,2012-04-09 23:47:12,"iPhone2,1",4.2.1,1.0
37.5425300598,126.975006104,0,2012-04-09 23:47:12,"iPhone4,1",7.0.2,1.1
37.5605316162,126.97756958,0,2012-04-09 23:55:44,"iPhone2,1",4.2.1,1.0
37.5605316162,126.97756958,0,2012-04-09 23:55:44,"iPhone4,1",7.0.2,1.1
37.5637702942,126.994735718,0,2012-04-09 23:57:52,"iPhone2,1",4.2.1,1.0
37.5637702942,126.994735718,0,2012-04-09 23:57:52,"iPhone4,1",7.0.2,1.1
37.5638465881,126.976921082,0,2012-04-10 08:06:24,"iPhone2,1",4.2.1,1.0
37.5638465881,126.976921082,0,2012-04-10 08:06:24,"iPhone4,1",7.0.2,1.1
37.5579833984,126.959854126,0,2012-04-10 08:14:56,"iPhone2,1",4.2.1,1.0
37.5579833984,126.959854126,0,2012-04-10 08:14:56,"iPhone4,1",7.0.2,1.1
37.5548324585,126.943847656,0,2012-04-10 08:21:20,"iPhone2,1",4.2.1,1.0
37.5548324585,126.943847656,0,2012-04-10 08:21:20,"iPhone4,1",7.0.2,1.1
37.5458183289,126.930198669,0,2012-04-10 08:32:00,"iPhone2,1",4.2.1,1.0
37.5458183289,126.930198669,0,2012-04-10 08:32:00,"iPhone4,1",7.0.2,1.1
37.5548324585,126.916374207,0,2012-04-10 09:50:56,"iPhone2,1",4.2.1,1.0
37.5548324585,126.916374207,0,2012-04-10 09:50:56,"iPhone4,1",7.0.2,1.1
37.541683197,126.902145386,0,2012-04-10 15:08:48,"iPhone2,1",4.2.1,1.0
37.541683197,126.902145386,0,2012-04-10 15:08:48,"iPhone4,1",7.0.2,1.1
37.5294685364,126.909667969,0,2012-04-10 15:10:56,"iPhone2,1",4.2.1,1.0
37.5294685364,126.909667969,0,2012-04-10 15:10:56,"iPhone4,1",7.0.2,1.1
37.5187492371,126.922172546,0,2012-04-10 15:13:04,"iPhone2,1",4.2.1,1.0
37.5187492371,126.922172546,0,2012-04-10 15:13:04,"iPhone4,1",7.0.2,1.1
37.5189247131,126.94178772,0,2012-04-10 15:15:12,"iPhone2,1",4.2.1,1.0
37.513256073,126.95539093,0,2012-04-10 15:15:12,"iPhone2,1",4.2.1,1.0
37.5189247131,126.94178772,0,2012-04-10 15:15:12,"iPhone4,1",7.0.2,1.1
37.513256073,126.95539093,0,2012-04-10 15:15:12,"iPhone4,1",7.0.2,1.1
37.5008163452,126.949966431,0,2012-04-10 15:17:20,"iPhone2,1",4.2.1,1.0
37.5008163452,126.949966431,0,2012-04-10 15:17:20,"iPhone4,1",7.0.2,1.1
37.5030326843,126.942420959,0,2012-04-10 16:40:32,"iPhone2,1",4.2.1,1.0
37.5030326843,126.942420959,0,2012-04-10 16:40:32,"iPhone4,1",7.0.2,1.1
37.522644043,126.955734253,0,2012-04-11 05:00:48,"iPhone2,1",4.2.1,1.0
37.522644043,126.955734253,0,2012-04-11 05:00:48,"iPhone4,1",7.0.2,1.1
37.5235404968,126.955368042,0,2012-04-11 05:02:56,"iPhone2,1",4.2.1,1.0
37.5235404968,126.955368042,0,2012-04-11 05:02:56,"iPhone4,1",7.0.2,1.1
37.5106658936,126.955131531,0,2012-04-11 05:05:04,"iPhone2,1",4.2.1,1.0
37.5106658936,126.955131531,0,2012-04-11 05:05:04,"iPhone4,1",7.0.2,1.1
37.5277366638,126.950469971,0,2012-04-11 05:07:12,"iPhone2,1",4.2.1,1.0
37.5277366638,126.950469971,0,2012-04-11 05:07:12,"iPhone4,1",7.0.2,1.1
37.5384559631,126.938064575,0,2012-04-11 05:09:20,"iPhone2,1",4.2.1,1.0
37.5384559631,126.938064575,0,2012-04-11 05:09:20,"iPhone4,1",7.0.2,1.1
37.5457801819,126.922912598,0,2012-04-11 05:11:28,"iPhone2,1",4.2.1,1.0
37.5457801819,126.922912598,0,2012-04-11 05:11:28,"iPhone4,1",7.0.2,1.1
37.5504302979,126.917861938,0,2012-04-11 09:48:48,"iPhone2,1",4.2.1,1.0
37.5504302979,126.917861938,0,2012-04-11 09:48:48,"iPhone4,1",7.0.2,1.1
37.5416793823,126.902191162,0,2012-04-11 10:18:40,"iPhone2,1",4.2.1,1.0
37.5416793823,126.902191162,0,2012-04-11 10:18:40,"iPhone4,1",7.0.2,1.1
37.5299949646,126.909446716,0,2012-04-11 10:20:48,"iPhone2,1",4.2.1,1.0
37.5299949646,126.909446716,0,2012-04-11 10:20:48,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922309875,0,2012-04-11 10:22:56,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922309875,0,2012-04-11 10:22:56,"iPhone4,1",7.0.2,1.1
37.5187797546,126.940895081,0,2012-04-11 10:25:04,"iPhone2,1",4.2.1,1.0
37.5187797546,126.940895081,0,2012-04-11 10:25:04,"iPhone4,1",7.0.2,1.1
37.5135040283,126.955574036,0,2012-04-11 10:27:12,"iPhone2,1",4.2.1,1.0
37.5135040283,126.955574036,0,2012-04-11 10:27:12,"iPhone4,1",7.0.2,1.1
37.5007896423,126.949966431,0,2012-04-11 10:31:28,"iPhone2,1",4.2.1,1.0
37.5007896423,126.949966431,0,2012-04-11 10:31:28,"iPhone4,1",7.0.2,1.1
37.5235404968,126.955368042,0,2012-04-12 10:14:24,"iPhone2,1",4.2.1,1.0
37.5235404968,126.955368042,0,2012-04-12 10:14:24,"iPhone4,1",7.0.2,1.1
37.5279197693,126.951568604,0,2012-04-12 10:20:48,"iPhone2,1",4.2.1,1.0
37.5279197693,126.951568604,0,2012-04-12 10:20:48,"iPhone4,1",7.0.2,1.1
37.5384559631,126.938064575,0,2012-04-12 10:29:20,"iPhone2,1",4.2.1,1.0
37.5384559631,126.938064575,0,2012-04-12 10:29:20,"iPhone4,1",7.0.2,1.1
37.5462036133,126.923019409,0,2012-04-12 10:35:44,"iPhone2,1",4.2.1,1.0
37.5462036133,126.923019409,0,2012-04-12 10:35:44,"iPhone4,1",7.0.2,1.1
37.5416793823,126.902191162,0,2012-04-12 14:11:12,"iPhone2,1",4.2.1,1.0
37.5416793823,126.902191162,0,2012-04-12 14:11:12,"iPhone4,1",7.0.2,1.1
37.5299949646,126.909446716,0,2012-04-12 14:13:20,"iPhone2,1",4.2.1,1.0
37.5299949646,126.909446716,0,2012-04-12 14:13:20,"iPhone4,1",7.0.2,1.1
37.5187797546,126.922309875,0,2012-04-12 14:15:28,"iPhone2,1",4.2.1,1.0
37.5187797546,126.922309875,0,2012-04-12 14:15:28,"iPhone4,1",7.0.2,1.1
37.5136604309,126.955871582,0,2012-04-12 14:17:36,"iPhone2,1",4.2.1,1.0
37.5136604309,126.955871582,0,2012-04-12 14:17:36,"iPhone4,1",7.0.2,1.1
37.500869751,126.948219299,0,2012-04-12 14:19:44,"iPhone2,1",4.2.1,1.0
37.500869751,126.948219299,0,2012-04-12 14:19:44,"iPhone4,1",7.0.2,1.1
37.513256073,126.95539093,0,2012-04-12 23:28:00,"iPhone2,1",4.2.1,1.0
37.513256073,126.95539093,0,2012-04-12 23:28:00,"iPhone4,1",7.0.2,1.1
37.5253410339,126.961906433,0,2012-04-12 23:30:08,"iPhone2,1",4.2.1,1.0
37.5253410339,126.961906433,0,2012-04-12 23:30:08,"iPhone4,1",7.0.2,1.1
37.5357284546,126.971755981,0,2012-04-12 23:36:32,"iPhone2,1",4.2.1,1.0
37.5357284546,126.971755981,0,2012-04-12 23:36:32,"iPhone4,1",7.0.2,1.1
37.5517959595,126.97026825,0,2012-04-12 23:45:04,"iPhone2,1",4.2.1,1.0
37.5517959595,126.97026825,0,2012-04-12 23:45:04,"iPhone4,1",7.0.2,1.1
37.5634384155,126.98285675,0,2012-04-12 23:51:28,"iPhone2,1",4.2.1,1.0
37.5634384155,126.98285675,0,2012-04-12 23:51:28,"iPhone4,1",7.0.2,1.1
37.5548324585,126.994888306,0,2012-04-13 00:04:16,"iPhone2,1",4.2.1,1.0
37.5548324585,126.994888306,0,2012-04-13 00:04:16,"iPhone4,1",7.0.2,1.1
37.5548324585,127.011222839,0,2012-04-13 09:23:12,"iPhone2,1",4.2.1,1.0
37.5548324585,127.011222839,0,2012-04-13 09:23:12,"iPhone4,1",7.0.2,1.1
